Body,Score,ParentId
"<p>Yes you can add a ""group of ArrayLists"" into a single array list. If you want to ""recognize"" your ArrayLists, I would recommend using a <a href=""http://download.oracle.com/javase/6/docs/api/java/util/Map.html"" rel=""nofollow"">Map</a>, a <a href=""http://download.oracle.com/javase/6/docs/api/java/util/HashMap.html"" rel=""nofollow"">HashMap</a> for example.</p>

<p>Please also think about accepting answers to your other questions, and post code in your questions, you will get better help and people will hate you less.</p>
","0","4042849"
"<pre><code>String [] splits = string.split("""")
</code></pre>
","3","2099662"
"<p>Can you use it? Ofc.
Example:</p>

<pre><code>public static &lt;T&gt; T[] mergeArrays(T[]... arrays) {
    ArrayList&lt;T&gt; arrayList = new ArrayList&lt;T&gt;();

    for (T[] array : arrays) {
        arrayList.addAll(Arrays.asList(array)); //we steal the reflection from core libs
    }
    return arrayList.toArray(arrays[0]);//we steal the reflection from core libs
}
</code></pre>

<p>Is it a good idea? No. This code is just me playing around with generics. It led to a dark ally. You are better of using collections. They do what you want, and the syntax is prettier in the long run.</p>
","1","1114400"
"<p>Why don't you just try it out?</p>

<pre><code>public interface Example {
    int[] values = { 2, 3, 5, 7, 11 };
}
</code></pre>
","4","11948148"
"<p>Ok, you asked for it:</p>

<pre><code>File file = new File(""myfile.txt"");

// convert File to byte[]
ByteArrayOutputStream bos = new ByteArrayOutputStream();
ObjectOutputStream oos = new ObjectOutputStream(bos);
oos.writeObject(file);
bos.close();
oos.close();
byte[] bytes = bos.toByteArray();

// convert byte[] to File
ByteArrayInputStream bis = new ByteArrayInputStream(bytes);
ObjectInputStream ois = new ObjectInputStream(bis);
File fileFromBytes = (File) ois.readObject();
bis.close();
ois.close();

System.out.println(fileFromBytes);
</code></pre>

<p>But this is pointless. Please specify what you are trying to achieve.</p>
","4","6828634"
"<p>There are many ways to do this. In this examples I assume your list holds Integers.</p>

<ol>
<li><p>You can use ListIterator </p>

<pre><code>ListIterator&lt;Integer&gt; it = list.listIterator(100);
while (it.hasNext()) {
    System.out.println(it.next());
}
</code></pre>

<p>or with <code>for</code> (to keep iterator scoped inside loop)</p>

<pre><code>for (ListIterator&lt;Integer&gt; lit = list.listIterator(100); lit.hasNext();) {
    System.out.println(lit.next());
}
</code></pre></li>
<li><p>or normal for loop but start from <code>i=100</code></p>

<pre><code>for (int i=100; i&lt;list.size(); i++){
    System.out.println(list.get(i));
}
</code></pre></li>
<li><p>or just create subList and iterate over it like you normally do</p>

<pre><code>for (Integer i : list.subList(100, list.size())){
    System.out.println(i);
}
</code></pre></li>
</ol>
","7","20140744"
"<p>Try <a href=""http://commons.apache.org/codec/apidocs/org/apache/commons/codec/binary/Base64.html"" rel=""noreferrer"">commons-codec</a> with <code>public static byte[] encodeBase64(byte[] binaryData)</code>.</p>
","8","7028615"
"<p>To create such data you may use the JDK built-in class <a href=""http://www.docjar.com/docs/api/sun/misc/BASE64Encoder.html"" rel=""nofollow"">sun.misc.BASE64Encoder</a>. Unfortunately it's not public API since nobody cared to provide a BASE64 en-/decoder in the public API - but people often use this class to circumvent that disadvantage.</p>

<p><a href=""http://www.w3.org/TR/xmlschema-2/#base64Binary"" rel=""nofollow"">base64Binary</a> is an XML Schema data type, referring to arbitrary binary data that is to be encoded using <a href=""http://en.wikipedia.org/wiki/Base64"" rel=""nofollow"">BASE64 encoding</a> to retrieve a ""safe"" string representation of that data - e.g. for embedding binary data in XML, mails etc.</p>

<p>W3C Definition:</p>

<blockquote>
  <p>base64Binary represents Base64-encoded arbitrary binary data. The ·value space· of base64Binary is the set of finite-length sequences of binary octets. For base64Binary data the entire binary stream is encoded using the Base64 Alphabet in [RFC 2045]. </p>
</blockquote>
","4","7028615"
"<p>The Java <em>language</em> does not limit the number of dimensions, but the Java <em>VM</em> spec limits the number of dimensions to 255.</p>

<p>For example, the following code will fail to compile:</p>

<pre><code>class Main {
    public static void main(String[] args) {
        final int[][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][]
                 [][][][][][][][][][][][][][][][] x;
    }
}
</code></pre>

<p>with error:</p>

<pre><code>1.java:18: error: array type has too many dimensions
                 [][][][][][][][][][][][][][][][] x;
                                                  ^
1 error
</code></pre>

<p>(Ref: <a href=""https://docs.oracle.com/javase/specs/jvms/se8/html/jvms-4.html#jvms-4.4.1"" rel=""noreferrer"">https://docs.oracle.com/javase/specs/jvms/se8/html/jvms-4.html#jvms-4.4.1</a> ""An array type descriptor is valid only if it represents 255 or fewer dimensions."")</p>
","41","4060538"
"<p>Well, the <a href=""http://java.sun.com/javase/6/docs/api/java/lang/String.html#getChars%28int,%20int,%20char[],%20int%29"" rel=""nofollow noreferrer"">String.getChars()</a> function will give you a char[] array with one character per array element. </p>

<p>So you should be able to do: </p>

<pre><code>char[] k = new char[myString.length()]
myString.getChars(0,myString.length(),k,0);
</code></pre>

<p>If you need to convert <b>to</b> an array of integers, you can add</p>

<pre><code>int[] i = new int[k.length]
for(int j = 0; j &lt; k.length; j++) i[j] = k[j] - '0';
</code></pre>

<p>If you need to convert <b>from</b> an integer first, just use String <code>myString = Integer.toString(myInt)</code></p>
","0","2099662"
"<p>Using <code><a href=""http://guava-libraries.googlecode.com/svn/trunk/javadoc/com/google/common/primitives/Bytes.html"" rel=""nofollow noreferrer"">Bytes</a>.<a href=""http://guava-libraries.googlecode.com/svn/trunk/javadoc/com/google/common/primitives/Bytes.html#toArray(java.util.Collection)"" rel=""nofollow noreferrer"">toArray</a>(Collection&lt;Byte&gt;)</code> (from Google's <a href=""http://code.google.com/p/guava-libraries/"" rel=""nofollow noreferrer"">Guava</a> library.)</p>

<p>Example:</p>

<pre><code>import java.util.ArrayList;
import java.util.Arrays;
import java.util.List;
import com.google.common.primitives.Bytes;

class Test {
    public static void main(String[] args) {
        List&lt;Byte&gt; byteList = new ArrayList&lt;Byte&gt;();
        byteList.add((byte) 1);
        byteList.add((byte) 2);
        byteList.add((byte) 3);
        byte[] byteArray = Bytes.toArray(byteList);
        System.out.println(Arrays.toString(byteArray));
    }
}
</code></pre>

<p>Or similarly, using <a href=""http://pcj.sourceforge.net/"" rel=""nofollow noreferrer"">PCJ</a>:</p>

<pre><code>import bak.pcj.Adapter;

// ...

byte[] byteArray = Adapter.asBytes(byteList).toArray();
</code></pre>
","2","1565483"
"<p>Not sure what you meant by resized and merged </p>

<p>from the documentation:</p>

<blockquote>
  <p><strong>byte:</strong> The byte data type is an 8-bit signed two's complement integer. It has a minimum value of -128 and a maximum value of 127 (inclusive). The byte data type can be useful for saving memory in large arrays, where the memory savings actually matters. They can also be used in place of int where their limits help to clarify your code; the fact that a variable's range is limited can serve as a form of documentation.</p>
</blockquote>

<p>Edit: If by resized/merged you are talking about the array itself, there's nothing special about a byte array compared to other arrays.</p>
","6","7232111"
"<p>See <a href=""https://stackoverflow.com/questions/2883355/how-to-render-pdf-in-android"">How to render PDF in Android</a>. It looks like you may not have any option except saving the content to a (temporary) on the SD file in order to be able to display it in the pdf viewer.</p>
","1","6828634"
"<p>Keep dividing by 10 in a loop and take remainder : <code>n % 10;</code></p>
","3","2099662"
"<p>There are two ways to allocate an array.</p>

<p>A) allocate an empty array of a given size:</p>

<pre><code>byte[] ba1 = new byte[18]; // 18 elements
</code></pre>

<p>B) allocate an array by specifying the contents</p>

<pre><code>byte[] ba2 = {1,2,3,4,5}; // 5 elements
</code></pre>
","3","7232111"
"<p>Try like this to iterate over a range:</p>

<pre><code>for(int i=100; i&lt; myArrayLst.size(); i++){
    System.out.println(myLst.get(i));
  }
</code></pre>
","1","20140744"
"<p>Yes, but only if it's static. In fact, any variables declared in an interface will automatically be static.</p>

<pre><code>public interface ITest {
    public static String[] test = {""1"", ""2""}; // this is ok
    public String[] test2 = {""1"", ""2""}; // also ok, but will be silently converted to static by the compiler
}
</code></pre>

<p>You can't have static initializers though.</p>

<pre><code>public interface ITest {
    public static String[] test;
    static {
        // this is not OK. No static initializers allowed in interfaces.
    }
}
</code></pre>

<p>Obviously, you can't have constructors in interfaces.</p>
","2","11948148"
"<p>To guarantee the correct order for each array of Keys and Values, use this (the other answers use individual <code>Set</code>s which offer no guarantee as to order.</p>

<pre><code>Map&lt;String, Object&gt; map = new HashMap&lt;String, Object&gt;();
String[] keys = new String[map.size()];
Object[] values = new Object[map.size()];
int index = 0;
for (Map.Entry&lt;String, Object&gt; mapEntry : map.entrySet()) {
    keys[index] = mapEntry.getKey();
    values[index] = mapEntry.getValue();
    index++;
}
</code></pre>
","30","1090556"
"<p>Use a <code>ListIterator</code>. And <strong>read the API documentation</strong>, thank you.</p>

<pre><code>ListIterator&lt;YourType&gt; iter = list.listIterator(start);
</code></pre>
","0","20140744"
"<p>Yes, it's possible. See the code:</p>

<pre><code>public interface Test {
  int[] a= {1,2,3};
}

public class Main {
  public static void main(String[] args) {

    int i1 = Test.a[0];
    System.out.println(i1);
  }
}
</code></pre>
","2","11948148"
"<p>Use <code>ListIterator</code></p>

<pre><code>ListIterator&lt;Type&gt; iter = list.listIterator(start);
</code></pre>
","0","20140744"
"<p>Make a loop for each array item. Those for which <code>item &amp; 1 == 1</code> are odd.</p>
","-1","1939004"
"<blockquote>
  <p>Simple question - Is it posible to initalize array in an interface?</p>
</blockquote>

<p>Yes.</p>

<blockquote>
  <p>This works but i want to initialize array by ""for"" intsruction. Ok thanks for help </p>
</blockquote>

<p>That's not a simple question ;)</p>

<p>You can't do this strictly because you can't add a static block to an interface. But you can have a nested <code>class</code> or <code>enum</code>.</p>

<p>IMHO, that could be more confusing than useful as follows:</p>

<pre><code>public interface I {
    int[] values = Init.getValue();

    enum Init {;
        static int[] getValue() {
            int[] arr = new int[5];
            for(int i=0;i&lt;arr.length;i++)
                arr[i] = i * i;
            return arr;
        }
    }
}
</code></pre>
","6","11948148"
